airline_sentiment,text
positive,@JetBlue you found my camera!  Thank you!  You rock!
positive,@SouthwestAir Making Miracles again! The customer service department gave me by far one of the friendliest phone calls ever. #wheelsup
positive,@JetBlue sooo earlier i said i couldnt fly with you for my school trip but now i can! 😏
positive,@USAirways made it!!! Send Bloody Mary's to row 27!!!
positive,"@VirginAmerica love it, taking @SouthwestAir on in their backyard! Consumers win when biz competes."
positive,@USAirways Well I did miss it. But gate agents had rebooked boarding pass waiting when I landed. Time for lunch &amp; a beverage. Easy cheesy
positive,@united @JMS2802 : outsource it all United Airlines...your customers  are just loving you for it. Outsource. Outsource. Outsource.
positive,@united thanks for moving my dad on to my my mom's flight. You helped make his birthday start with #FriendlyFriday Awesomeness! 4 paws up!
positive,@AmericanAir great thank you
positive,@united thank you.
positive,@united When are you coming back to @IFlyOAKland? You have a huge East Bay customer base due to SFO and *I* miss you!
positive,@SouthwestAir is my favorite airline!  I can't wait to book my flight to New Orleans for my trip in April!! :) :)
positive,@JetBlue good morning sunshine! #TailfinThursday http://t.co/Nc0ES6e4Lf
positive,@AmericanAir thanks
positive,@united wow you even answered back!  Awesome! @AmericanAir @USAirways That's customer service!!! #usairwaysfail
positive,@united can I just go ahead and live in your premium cabins? I'm in heaven now en route to LHR
positive,"@AmericanAir - yep , they've been good.  Now can you make that 1535 flight to mci wait just a tick....😃"
positive,@united flight to RSW tonight -me &amp;  twin 3 year olds. A pilot who was in row by me stayed to help me get the boys &amp; bags off. Lifesaver!!
positive,"@JetBlue Thanks for offering this service, guys! http://t.co/xDjzkC34GB"
positive,@united service by staff was great as usual. Cleanliness and smells a bit much. I'll be back. #satisfied traveler
positive,@united Understood and thanks! I should have tried reaching out sooner.
positive,@SouthwestAir DM sent. Thanks for the help!
positive,@SouthwestAir awesome. thank you!
positive,@JetBlue Please come to Indianapolis!
positive,@JetBlue well lucky I only fly JB..I guess I would be even more squished on any other airline 😞
positive,@USAirways connection made. Thanks again this week. #daddyshome
positive,"@SouthwestAir, thanks for being so good to us #military folk. It's cold in #StLouis but I sure enjoyed my flight. http://t.co/RcdH183Q1J"
positive,"@united no worries - after everyone boarded, the cushions were brought in. Took a while, but they made it here."
positive,@JetBlue great smooth flight too! 👏👍
positive,@JetBlue it will be glowing. Your crew and your aircraft sparkled. You guys know about @nokidhungry right? Might be a good partnership:)
positive,@USAirways 603 &amp; 2705 DFW to PSP thank you!
positive,@JetBlue ok thanks. Safety first.
positive,@SouthwestAir Thank you for having flights going out of Nashville! You guys Rock! #DisneyPrincessHalfMarathon #girlsweekend #bffs
positive,@JetBlue Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!
positive,@AmericanAir Flight for tomorrow was Cancelled Flightled. New one booked. Seats taken care of. Just a tweet to commend you all on the service. Thanks!
positive,@JetBlue is the greatest airline ever 💕✈️💺 #TrueBluePoints #jetbluemember
positive,@AmericanAir Thanks so much!
positive,@USAirways thanks! Made it safely! http://t.co/KCqeBEej7S
positive,@united thanks for more timely updates.
positive,@united thanks for leaving our 3 year old in his own row flight 360 LAX-IAD
positive,@united it was delivered! Thank you for making sure it arrived at my doorstep!
positive,"@SouthwestAir Sent your way, thanks for the help."
positive,@JetBlue Awesome! Thank you! ;)
positive,.@SouthwestAir you've got a mess here at DTW but your staff is doing great.
positive,@SouthwestAir Luvin me some flights today!! Don't change!!  And please add Paypal as payment option!!!
positive,@SouthwestAir you guys are so clever 😃 http://t.co/qn5odUGFqK
positive,@SouthwestAir Yes! Just a few minutes after my tweet. She was able to reschedule her flight. Thanks!
positive,@USAirways  Lilly M in SJU check in is fabulous!
positive,@JetBlue wow you guys answer people wow you care I love jet blue
positive,@VirginAmerica wish I can afford to fly with you next Friday  going back home.. love everything  about your airline
positive,@USAirways that's why u guys are my #1 choice.
positive,“@SouthwestAir: Companion Pass. Because everyone deserves #RedCarpet treatment and a +1 (even if it's your mom). http://t.co/QjKL4aBprG”
positive,@AmericanAir Love the new planes for the JFK-LAX run.  Maybe one day I will be on one where the amenities all function.  #NoCharge #Ever
positive,@USAirways Thanks guys! Got hold of someone. Really awesome service I appreciate it :)
positive,@JetBlue thanks
positive,"It really is nice, though. The snack fridge…that you can just get up and take stuff out, like a dorm common room, is genius. @JetBlue"
positive,@SouthwestAir is the best airline out there no one is better than them #OneLove #Southwest #bestairline
positive,@AmericanAir I love your company and your staff is amazing. They just made an uncomfortable situation comfortable
positive,"@JetBlue messaged you, thanks"
positive,@SouthwestAir when are you releasing your flights for September? Just found out you fly direct lbb to las! So excited! #tripofalifetime
positive,"@SouthwestAir your social media team just said ""sorry"". Thankfully submitting a complaint got resolution from an amazing rep who called."
positive,@SouthwestAir  @TheEllenShow @Imaginedragons  @kdepetro313 .what a great first night. #DestinationDragons http://t.co/N3LrFo4UaY
positive,@united Thank you. Took care of everything and made it right. That's the experience I'm used to. Opened the app to find flight changed.
positive,@united will the kudos to capt. Herman be relayed to his chief pilot or should I be emailing someone?
positive,@AmericanAir thanks to FA Shawn for spectacular service on FLT 79 LHRDFW and to FA Susan for such a warm engaging onboard welcome
positive,@SouthwestAir Thank you for your time!
positive,"@AmericanAir great, thanks!"
positive,@USAirways Marsha M. at Myrtle Beach is the greatest! She deserves all the respect and praise there is! #ThankYouForEverything
positive,@united has the best pilots ever Thank you guys for the great trip #thatisall
positive,.@united Thanks. Hopefully this is easily resolved.
positive,"@united captain ""on behalf of the front office, welcome on board."".... Never heard that before. I laughed...hard.  #funnycaptain"
positive,@united Club in Denver is dope 👌
positive,@USAirways IT HAS BEEN FOUND THANK YOU
positive,"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this."
positive,@SouthwestAir a nice trip back home after a looong vaca 😊🌴 http://t.co/9TRvfnCedL
positive,@AmericanAir Always enjoy my time. Now on the plane to DFW!
positive,@SouthwestAir @DeltaPoints hey at least you guys are honest with your customers unlike @Delta
positive,@AmericanAir @USAirways wonderful FC FA on flight 2062 pre dawn!  Nice start to the day!
positive,"@united Aw, thanks for the kind words. Totally makes these extra 6 hours sitting in an airport SOOOO much better."
positive,@JetBlue Great thank you!
positive,@united thank you! My second flight I already got bumped up to 1st! Love it!
positive,@JetBlue had a great experience working with Glenn Coles at Buffalo-Niagara Airport!! Top notch employee
positive,@SouthwestAir @PaytonTaylor129 I love Southwest and Payton Taylor!
positive,@JetBlue thank you!!
positive,@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! 😊
positive,@SouthwestAir always when I fly SW. #loyalRRmember
positive,@SouthwestAir tv stream means I get to spend my flight watching 1999 and 2011 Women's World Cup Finals. #throwback #bestflightever
positive,@SouthwestAir @AmericanAir y'all are better then @united
positive,@SouthwestAir...give the crew of SWA 4007 a high five from this AV-8B guy for its nice XW landing into @bostonlogan. Nicely done!
positive,"@JetBlue pilot: ""Don't worry folks there's a backup for the backup for every part of this plane."" Thanks guy"
positive,@SouthwestAir I love you guys! Had to take a few other airlines this week...makes me love and appreciate y'all so much more! #onlywaytofly
positive,@USAirways awesome! Flight #676 out of philly on Tuesday. Party in row 15 if you're interested.
positive,@united Thanks!
positive,"@united thank you so much, that helps a ton. Whoever is on this Twitter acct today deserves a handshake and a hot chocoLate Flight. #problemsolvers"
positive,@USAirways Best GAgent in a long time - Danny B. for US628 DFW-CLT. Appreciated how up to date he kept us during irrops. Super professional!
positive,"@AmericanAir Thanks for asking On second plane after maintenance issue, for flight from ORD to LIT. Sitting at gate in very very warm plane"
positive,"@united thanks for the re-upgrade to 1st class. It may be a 45 min flight, but it is appreciated."
positive,"“@JetBlue: @jannasaurusrex Thanks for the kind words, Janna! #WeAppreciateYou #TrueBlue” and now I'M feeling like a boss #jetbluefame"
positive,@SouthwestAir Yes! I did and the bags came straight to my hotel. Thank you ...you guys rock!
positive,@JetBlue Looking cool
positive,@JetBlue thanks to the gent on the phone who fixed my BOS-MCO flight and the fee waiver! A320 now :) #flyfi ! I forget her name :(
positive,@united have Michelle at T1 ORD train your other staff on how to treat customers. A refreshing pleasure to deal with.
positive,@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!
positive,@SouthwestAir @love_dragonss LAUREN IM SCREAMING
positive,@united great flight into PVD. Smallest plane I have ever been on and smoothest landing ever!
positive,@JetBlue Definitely! Lots of announcements and the app is great.
positive,@AmericanAir keep up the good work.  Got me to my destination safe and on time today
positive,@SouthwestAir Amazing customer service as well. Will definitely fly with you guys again if my instrument is involved. #10/10
